date,total_pilgrims
2017-10-17,63880
2017-10-18,70461
2017-10-19,66569
2017-10-20,76576
2017-10-21,91147
2017-10-22,100872
2017-10-23,82985
2017-10-24,72402
2017-10-25,63264
2017-10-26,62315
2017-10-27,66211
2017-10-28,77213
2017-10-29,84145
2017-10-30,65385
2017-11-01,59780
2017-11-02,59197
2017-11-03,59650
2017-11-04,70656
2017-11-05,77931
2017-11-06,63164
2017-11-07,65236
2017-11-08,56609
2017-11-09,58320
2017-11-10,60784
2017-11-11,75800
2017-11-12,83683
2017-11-13,71322
2017-11-14,65637
2017-11-15,59679
2017-11-16,61167
2017-11-19,78496
2017-11-20,72718
2017-11-21,73237
2017-11-22,69777
2017-11-23,68723
2017-11-24,71791
2017-11-25,77470
2017-11-26,87762
2017-11-28,66430
2017-11-29,63117
2017-11-30,62419
2017-12-01,67122
2017-12-02,77856
2017-12-03,67760
2017-12-04,67265
2017-12-05,66187
2017-12-06,61517
2017-12-07,63554
2017-12-08,66201
2017-12-09,78841
2017-12-10,87891
2017-12-11,74002
2017-12-12,70898
2017-12-13,64011
2017-12-14,67284
2017-12-15,68539
2017-12-16,66541
2017-12-17,78383
2017-12-18,77292
2017-12-19,67169
2017-12-20,62351
2017-12-21,65824
2017-12-22,67628
2017-12-23,76577
2017-12-24,89993
2017-12-25,88507
2017-12-26,75149
2017-12-27,83838
2018-01-01,93346
2018-01-02,62407
2018-01-03,56914
2018-01-04,57936
2018-01-05,59521
2018-01-06,67135
2018-01-07,68690
2018-01-08,68125
2018-01-09,61679
2018-01-10,63870
2018-01-11,54127
2018-01-12,55963
2018-01-13,67744
2018-01-14,87336
2018-01-15,87144
2018-01-16,68763
2018-01-17,70008
2018-01-18,62707
2018-01-19,71035
2018-01-20,74002
2018-01-21,83687
2018-01-22,79951
2018-01-24,59758
2018-01-25,65626
2018-01-26,70134
2018-01-27,82660
2018-01-28,82801
2018-01-29,64457
2018-01-30,62424
2018-01-31,66671
2018-02-01,54297
2018-02-02,57246
2018-02-03,66988
2018-02-04,68282
2018-02-05,65813
2018-02-06,66743
2018-02-07,61930
2018-02-08,61546
2018-02-09,60308
2018-02-10,75925
2018-02-11,72990
2018-02-12,67670
2018-02-13,66993
2018-02-15,52657
2018-02-16,56319
2018-02-17,72187
2018-02-18,76326
2018-02-19,73650
2018-02-20,66814
2018-02-21,62858
2018-02-22,60113
2018-02-23,61503
2018-02-24,72628
2018-02-25,74761
2018-02-26,69071
2018-02-27,64801
2018-02-28,60716
2018-03-01,62854
2018-03-02,62936
2018-03-03,77703
2018-03-04,73594
2018-03-05,64467
2018-03-06,67205
2018-03-07,59290
2018-03-08,61013
2018-03-09,60137
2018-03-10,73793
2018-03-11,76657
2018-03-12,66104
2018-03-13,64852
2018-03-14,66232
2018-03-15,69385
2018-03-16,64844
2018-03-17,69408
2018-03-18,67159
2018-03-19,75069
2018-03-20,67334
2018-03-21,65350
2018-03-22,65746
2018-03-23,63142
2018-03-24,80057
2018-03-26,65549
2018-03-27,71216
2018-03-28,60735
2018-03-29,57306
2018-03-30,81665
2018-03-31,84121
2018-04-01,81936
2018-04-02,70908
2018-04-03,68232
2018-04-04,59595
2018-04-05,61971
2018-04-06,66510
2018-04-07,75048
2018-04-08,80378
2018-04-09,67248
2018-04-10,66436
2018-04-11,63108
2018-04-12,62092
2018-04-13,62387
2018-04-14,88088
2018-04-15,94399
2018-04-16,80574
2018-04-17,66124
2018-04-18,58905
2018-04-19,60339
2018-04-20,61813
2018-04-21,75647
2018-04-22,78575
2018-04-23,74422
2018-04-24,72070
2018-04-25,62658
2018-04-26,61371
2018-04-27,69942
2018-04-28,74395
2018-04-29,90682
2018-04-30,77372
2018-05-01,77584
2018-05-02,68772
2018-05-03,65884
2018-05-04,72569
2018-05-05,88487
2018-05-06,76346
2018-05-07,74833
2018-05-08,74472
2018-05-09,70676
2018-05-10,73769
2018-05-11,70432
2018-05-12,88102
2018-07-06,68182
2018-07-07,92645
2018-07-08,91822
2018-07-09,74244
2018-07-10,69708
2018-07-11,69768
2018-07-12,72747
2018-07-13,69458
2018-07-14,89153
2018-07-15,90681
2018-07-16,80969
2018-07-17,76693
2018-07-18,71916
2018-07-19,70913
2018-07-21,85287
2018-07-22,87441
2018-07-23,77439
2018-07-25,76984
2018-07-31,73711
2018-08-03,65913
2018-08-05,78972
2018-08-06,76086
2018-08-09,51293
2018-08-10,49978
2018-08-11,33106
2018-08-12,22022
2018-08-13,24466
2018-08-17,66927
2018-08-21,77140
2018-08-23,62602
2018-08-24,65873
2018-08-25,74395
2018-08-27,75819
2018-08-28,68026
2018-08-29,74442
2018-08-30,72723
2018-08-31,71462
2018-09-04,76135
2018-09-05,71291
2018-09-12,56965
2018-09-14,73607
2018-09-17,84771
2018-09-18,80185
2018-09-19,69373
2018-09-20,71563
2018-09-23,90714
2018-09-24,81677
2018-09-25,77171
2018-09-26,74104
2018-09-27,81734
2018-09-28,80303
2018-09-29,102219
2018-10-01,83542
2018-10-02,88593
2018-10-03,78327
2018-10-05,80340
2018-10-06,87160
2018-10-07,79444
2018-10-08,70884
2018-10-09,67307
2018-10-10,67455
2018-10-11,77500
2018-10-12,78975
2018-10-14,103140
2018-10-15,87069
2018-10-16,64928
2018-10-17,67082
2018-10-19,75571
2018-10-21,97006
2018-10-22,80245
2018-10-23,75849
2018-10-24,63523
2018-12-02,81080
2018-12-03,75626
2018-12-04,68999
2018-12-06,62355
2018-12-07,65730
2018-12-08,78085
2018-12-09,82179
2018-12-10,70583
2018-12-11,68698
2018-12-12,72957
2018-12-14,71071
2018-12-15,77405
2018-12-16,72671
2018-12-18,81188
2018-12-19,92268
2018-12-20,61211
2018-12-21,62331
2018-12-22,70144
2018-12-23,78357
2018-12-24,81274
2018-12-25,76980
2018-12-26,76505
2018-12-28,71951
2018-12-29,83629
2018-12-30,90369
2018-12-31,69284
2019-01-01,95736
2019-01-02,56691
2019-01-03,59473
2019-01-04,60680
2019-01-05,71072
2019-01-07,64147
2019-01-08,66022
2019-01-09,67010
2019-01-10,58288
2019-01-11,61195
2019-01-13,77064
2019-01-14,80082
2019-01-15,78684
2019-01-16,72262
2019-01-17,71124
2019-01-18,75234
2019-01-19,79106
2019-01-20,77671
2019-01-21,78181
2019-01-22,71191
2019-01-23,61305
2019-01-24,59747
2019-01-25,63869
2019-01-26,86074
2019-01-27,91769
2019-01-28,73103
2019-01-29,62701
2019-01-30,56216
2019-01-31,58096
2019-02-03,68914
2019-02-05,58203
2019-02-06,63394
2019-02-07,60365
2019-02-08,68311
2019-02-09,73008
2019-02-10,80017
2019-02-12,84148
2019-02-13,64007
2019-02-14,61512
2019-02-15,65987
2019-02-16,73291
2019-02-17,83349
2019-02-18,75418
2019-02-19,66712
2019-02-20,67744
2019-02-21,63379
2019-02-22,62909
2019-02-23,80160
2019-02-24,83771
2019-02-25,73237
2019-02-26,68259
2019-02-27,62298
2019-03-01,69277
2019-03-02,74280
2019-03-04,77270
2019-03-05,55837
2019-03-06,55009
2019-03-07,57091
2019-03-08,64541
2019-03-09,78188
2019-03-10,84982
2019-03-11,71210
2019-03-12,63269
2019-03-13,66078
2019-03-14,66989
2019-03-15,66566
2019-03-16,73707
2019-03-17,85911
2019-03-18,81296
2019-03-20,69054
2019-03-21,64631
2019-04-08,62763
2019-04-14,87623
2019-06-05,70586
2019-06-06,76419
2019-06-07,79703
2019-06-08,98044
2019-06-09,76677
2019-06-10,88173
2019-06-11,86129
2019-06-12,77526
2019-06-14,82518
2019-06-15,90401
2019-06-17,86217
2019-06-18,83840
2019-06-20,72326
2019-06-23,92559
2019-06-24,82528
2019-06-26,81486
2019-06-27,70021
2019-06-28,71090
2019-06-29,96239
2019-06-30,94155
2019-07-01,83183
2019-07-02,75275
2019-07-03,61662
2019-07-04,64363
2019-07-05,72488
2019-07-06,90620
2019-07-07,93647
2019-07-08,85649
2019-07-09,77555
2019-07-11,71035
2019-07-12,70669
2019-07-13,90025
2019-07-14,89376
2019-07-15,74912
2019-07-16,37146
2019-07-17,67348
2019-07-18,72232
2019-07-19,78325
2019-07-21,91698
2019-07-22,83864
2019-07-23,81022
2019-07-24,74105
2019-07-26,74262
2019-07-27,92026
2019-07-28,91634
2019-07-29,86372
2019-07-30,78212
2019-07-31,65715
2019-08-01,66612
2019-08-02,68507
2019-08-03,81234
2019-08-04,91310
2019-08-05,78624
2019-08-06,74565
2019-08-07,70968
2019-08-08,74770
2019-08-09,68681
2019-08-10,90623
2019-08-11,100372
2019-08-12,92291
2019-08-13,84025
2019-08-14,78667
2019-08-15,82609
2019-08-16,80957
2019-08-18,95722
2019-08-19,82575
2019-08-20,81315
2019-08-21,73256
2019-08-22,74438
2019-08-23,78020
2019-08-24,91583
2019-08-25,85004
2019-08-26,73574
2019-08-27,73619
2019-08-28,67560
2019-08-29,66922
2019-08-30,58725
2019-08-31,66874
2019-09-01,77311
2019-09-02,80406
2019-09-03,63580
2019-09-04,64258
2019-09-05,66622
2019-09-06,65089
2019-09-07,79820
2019-09-08,77587
2019-09-09,73714
2019-09-10,71232
2019-09-11,67502
2019-09-12,69727
2019-09-13,77032
2019-09-15,91524
2019-09-16,74017
2019-09-17,75670
2019-09-18,70897
2019-09-20,76344
2019-09-21,86689
2019-09-22,88789
2019-09-23,57767
2019-09-24,78125
2019-09-25,79519
2019-09-27,75279
2019-09-28,88320
2019-09-29,86477
2019-09-30,65028
2019-10-02,91876
2019-10-05,92511
2019-10-06,85130
2019-10-07,105298
2019-10-08,94147
2019-10-09,83147
2019-10-10,84490
2019-10-12,101371
2019-10-13,103310
2019-10-14,92736
2019-10-15,86715
2019-10-16,78311
2019-10-17,70661
2019-10-18,71085
2019-10-19,93180
2019-10-20,83343
2019-10-21,66025
2019-10-22,61958
2019-10-23,60449
2019-10-24,60698
2019-10-25,56955
2019-10-26,77238
2019-10-27,75287
2019-10-28,81618
2019-10-29,78885
2019-10-30,72554
2019-10-31,74533
2019-11-01,67243
2019-11-02,85662
2019-11-03,83657
2019-11-04,66149
2019-11-05,64451
2019-11-06,65024
2019-11-07,65693
2019-11-08,64670
2019-11-09,84351
2019-11-11,70319
2019-11-12,69350
2019-11-14,60618
2019-11-15,68159
2019-11-18,71691
2019-11-19,70587
2019-11-20,59985
2019-11-21,65249
2019-11-22,69696
2019-11-23,82483
2019-11-24,91551
2019-11-25,73350
2019-11-26,67835
2019-11-27,64394
2019-11-29,72226
2019-11-30,76395
2019-12-01,85511
2019-12-02,80474
2019-12-03,65903
2019-12-04,60737
2019-12-05,60634
2019-12-06,65400
2019-12-07,84042
2019-12-08,83973
2019-12-09,73331
2019-12-10,60901
2019-12-11,57607
2019-12-12,66714
2019-12-13,71152
2019-12-15,90685
2019-12-16,66597
2019-12-17,70071
2019-12-18,68425
2019-12-19,66537
2019-12-20,66996
2019-12-21,76368
2019-12-22,85869
2019-12-23,78349
2019-12-26,43542
2019-12-27,64752
2019-12-28,80805
2019-12-29,88262
2019-12-30,72128
2019-12-31,78460
2020-01-01,86422
2020-01-02,60328
2020-01-03,62355
2020-01-04,79632
2020-01-06,84160
2020-01-07,90578
2020-01-08,70534
2020-01-09,65677
2020-01-10,64160
2020-01-11,79435
2020-01-12,75927
2020-01-13,64976
2020-01-14,73988
2020-01-15,81394
2020-01-16,83077
2020-01-17,74548
2020-01-18,92429
2020-01-19,95327
2020-01-20,77988
2020-01-21,70712
2020-01-22,64244
2020-01-23,66417
2020-01-24,61430
2020-01-25,76964
2020-01-26,78180
2020-01-27,72512
2020-01-28,67916
2020-01-29,62029
2020-01-30,67103
2020-01-31,62482
2020-02-01,96326
2020-02-03,59015
2020-02-04,67288
2020-02-05,65338
2020-02-06,69510
2020-02-07,62677
2020-02-08,85824
2020-02-09,88072
2020-02-10,76468
2020-02-11,63933
2020-02-12,61870
2020-02-13,68410
2020-02-14,65226
2020-02-15,81963
2020-02-16,89359
2020-02-17,76017
2020-02-18,70599
2020-02-19,68065
2020-02-20,66276
2020-02-21,68076
2020-02-22,88753
2020-02-23,88024
2020-02-24,60154
2020-02-25,65549
2020-02-26,66810
2020-02-27,66474
2020-02-28,67638
2020-02-29,79055
2020-03-01,83521
2020-03-02,69096
2020-03-03,67068
2020-03-04,62731
2020-03-05,60485
2020-03-06,69341
2020-03-07,78043
2020-03-08,79464
2020-03-09,67228
2020-03-10,61045
2020-03-11,57352
2020-03-12,61652
2020-03-13,56107
2020-03-14,78872
2020-03-15,63747
2020-03-16,55827
2020-03-17,49229
2020-03-18,48041
2020-03-19,42084
2020-03-20,5994
2020-06-11,6998
2020-06-12,6015
2020-06-22,9258
2020-06-23,9301
2020-06-24,9059
2020-06-25,11493
2020-06-26,10301
2020-06-27,11895
2020-06-28,11239
2020-06-29,11093
2020-06-30,10835
2020-07-01,12273
2020-07-02,11013
2020-07-03,9841
2020-07-04,11978
2020-07-05,10415
2020-07-07,10983
2020-07-08,10109
2020-07-09,9582
2020-07-10,8115
2020-07-11,10047
2020-07-12,9771
2020-07-13,9003
2020-07-14,5016
2020-07-15,8068
2020-07-16,6917
2020-07-17,6861
2020-07-18,7926
2020-07-19,6896
2020-07-20,5767
2020-07-21,5767
2020-07-22,5360
2020-07-23,4834
2020-07-24,4255
2020-07-25,5090
2020-07-26,4557
2020-07-27,5068
2020-07-28,5491
2020-07-29,6278
2020-07-30,5549
2020-07-31,4984
2020-08-01,6192
2020-08-02,8230
2020-08-03,7615
2020-08-04,3962
2020-08-05,5652
2020-08-06,8024
2020-08-07,7132
2020-08-08,8505
2020-08-09,8256
2020-08-10,8405
2020-08-11,8401
2020-08-12,7448
2020-08-13,7609
2020-08-14,7028
2020-08-15,8838
2020-08-16,8405
2020-08-17,8435
2020-08-18,8609
2020-08-19,8639
2020-08-20,8042
2020-08-21,7248
2020-08-22,8296
2020-08-23,8698
2020-08-24,8686
2020-08-25,8757
2020-08-26,9095
2020-08-27,8792
2020-08-28,7822
2020-08-29,9486
2020-08-30,11875
2020-08-31,11036
2020-09-01,10931
2020-09-02,11641
2020-09-03,11885
2020-09-04,10722
2020-09-05,13486
2020-09-06,15226
2020-09-07,12538
2020-09-08,10213
2020-09-09,10239
2020-09-10,11577
2020-09-11,11466
2020-09-12,14174
2020-09-13,14072
2020-09-14,13475
2020-09-15,9644
2020-09-16,13351
2020-09-17,12506
2020-09-18,13024
2020-09-19,12372
2020-09-20,13851
2020-09-21,13392
2020-09-22,14097
2020-09-23,11799
2020-09-24,13620
2020-09-25,12816
2020-09-26,18296
2020-09-27,12655
2020-09-28,16773
2020-09-29,14998
2020-09-30,15390
2020-10-01,16735
2020-10-02,17190
2020-10-03,22533
2020-10-04,20228
2020-10-05,18867
2020-10-06,18130
2020-10-07,18669
2020-10-08,18669
2020-10-09,16130
2020-10-10,18144
2020-10-11,19174
2020-10-12,18814
2020-10-13,17977
2020-10-14,17683
2020-10-15,17627
2020-10-16,15397
2020-10-17,18108
2020-10-18,17915
2020-10-19,17330
2020-10-20,17256
2020-10-21,17574
2020-10-22,17752
2020-10-23,17577
2020-10-24,19057
2020-10-25,16043
2020-10-26,17080
2020-10-27,20315
2020-10-28,20333
2020-10-29,21696
2020-10-30,20269
2020-10-31,24421
2020-11-01,27107
2020-11-02,27162
2020-11-03,26931
2020-11-04,27857
2020-11-05,27078
2020-11-06,23515
2020-11-07,30705
2020-11-08,32297
2020-11-09,27888
2020-11-10,27239
2020-11-11,27792
2020-11-12,27184
2020-11-13,22462
2020-11-14,23232
2020-11-15,28780
2020-11-16,30772
2020-11-17,29608
2020-11-18,29608
2020-11-19,27471
2020-11-20,27123
2020-11-21,31552
2020-11-22,32640
2020-11-23,33312
2020-11-24,29298
2020-11-25,29295
2020-11-26,25585
2020-11-27,24035
2020-11-28,31361
2020-11-29,29410
2020-11-30,28944
2020-12-01,19046
2020-12-02,27160
2020-12-03,28635
2020-12-04,26710
2020-12-05,33696
2020-12-06,33448
2020-12-07,30098
2020-12-08,31022
2020-12-09,30630
2020-12-10,30697
2020-12-11,29914
2020-12-12,38516
2020-12-13,37812
2020-12-14,38685
2020-12-15,33873
2020-12-16,35038
2020-12-17,34822
2020-12-18,30868
2020-12-19,37370
2020-12-20,40121
2020-12-21,36924
2020-12-22,34630
2020-12-23,36055
2020-12-24,31475
2020-12-25,42825
2020-12-26,40393
2020-12-27,41812
2020-12-28,42080
2020-12-29,42521
2020-12-30,44177
2020-12-31,42161
2021-01-01,36057
2021-01-02,48462
2021-01-03,45108
2021-01-04,35784
2021-01-05,37064
2021-01-06,36139
2021-01-07,36193
2021-01-08,35265
2021-01-09,38434
2021-01-10,37849
2021-01-11,37259
2021-01-12,35901
2021-01-13,34768
2021-01-14,36439
2021-01-15,33715
2021-01-16,38471
2021-01-17,38079
2021-01-18,36832
2021-01-19,36017
2021-01-20,38296
2021-01-21,41442
2021-01-22,43530
2021-01-23,47426
2021-01-24,47900
2021-01-26,49346
2021-01-27,47339
2021-01-28,48210
2021-01-29,42985
2021-01-30,47786
2021-01-31,48337
2021-02-01,43313
2021-02-02,44844
2021-02-03,46257
2021-02-04,46928
2021-02-05,46245
2021-02-06,50200
2021-02-07,51796
2021-02-08,50059
2021-02-09,49754
2021-02-10,47504
2021-02-11,49913
2021-02-12,48846
2021-02-13,54134
2021-02-14,56448
2021-02-15,54040
2021-02-16,53475
2021-02-17,53693
2021-02-18,53693
2021-02-19,48541
2021-02-20,55198
2021-02-21,54218
2021-02-22,54855
2021-02-23,54479
2021-02-24,55297
2021-02-25,54096
2021-02-26,51368
2021-02-27,56210
2021-02-28,55823
2021-03-01,53303
2021-03-02,52135
2021-03-03,51725
2021-03-04,51877
2021-03-05,49651
2021-03-06,56143
2021-03-07,55917
2021-03-08,51600
2021-03-09,52366
2021-03-10,54512
2021-03-11,49707
2021-03-12,50488
2021-03-13,55069
2021-03-14,53057
2021-03-15,52389
2021-03-16,52080
2021-03-17,50476
2021-03-18,52087
2021-03-19,49433
2021-03-20,55860
2021-03-21,54819
2021-03-22,53435
2021-03-23,52414
2021-03-24,53961
2021-03-25,51560
2021-03-26,48482
2021-03-27,53567
2021-03-28,55686
2021-03-29,53485
2021-03-30,51249
2021-03-31,49268
2021-04-01,44711
2021-04-02,44717
2021-04-03,53033
2021-04-04,50653
2021-04-05,51958
2021-04-06,37549
2021-04-07,45640
2021-04-08,37909
2021-04-09,39085
2021-04-10,49751
2021-04-11,47471
2021-04-12,39998
2021-04-13,28472
2021-04-14,29863
2021-04-15,25625
2021-04-16,22664
2021-04-17,30537
2021-04-18,27822
2021-04-19,25695
2021-04-20,23636
2021-04-21,21265
2021-04-22,16412
2021-04-23,12679
2021-04-24,23998
2021-04-25,16560
2021-04-26,17299
2021-04-27,11490
2021-04-28,12515
2021-04-29,9640
2021-04-30,9640
2021-05-01,9703
2021-05-02,10824
2021-05-03,8292
2021-05-04,4723
2021-05-05,5084
2021-05-06,6011
2021-05-07,5566
2021-05-08,9065
2021-05-09,4934
2021-05-10,2400
2021-05-11,2262
2021-05-12,2141
2021-05-13,4651
2021-05-14,5108
2021-05-15,7916
2021-05-16,5081
2021-05-17,4587
2021-05-18,3485
2021-05-19,5030
2021-05-20,3227
2021-05-21,3789
2021-05-22,5788
2021-05-23,9024
2021-05-24,8861
2021-05-25,5880
2021-05-26,8984
2021-05-27,10601
2021-05-28,11055
2021-05-29,13450
2021-05-30,13085
2021-05-31,13142
2021-06-01,7010
2021-06-02,7635
2021-06-03,8839
2021-06-04,8799
2021-06-05,13516
2021-06-06,12874
2021-06-07,11569
2021-06-08,11302
2021-06-09,11770
2021-06-10,11307
2021-06-11,11210
2021-06-12,16568
2021-06-13,15314
2021-06-14,13918
2021-06-15,13358
2021-06-16,14116
2021-06-17,15310
2021-06-18,13453
2021-06-19,18211
2021-06-20,18004
2021-06-21,15973
2021-06-22,15423
2021-06-23,15995
2021-06-24,17744
2021-06-25,12685
2021-06-26,18057
2021-06-27,17824
2021-06-28,15900
2021-06-29,15502
2021-06-30,15502
2021-07-01,16872
2021-07-02,14433
2021-07-03,18572
2021-07-04,18459
2021-07-05,18290
2021-07-07,17806
2021-07-08,17736
2021-07-09,14229
2021-07-10,18782
2021-07-11,18010
2021-07-12,19218
2021-07-13,12141
2021-07-14,16787
2021-07-15,17226
2021-07-16,16787
2021-07-17,18195
2021-07-18,17264
2021-07-19,17073
2021-07-20,17310
2021-07-21,16498
2021-07-22,17009
2021-07-23,14518
2021-07-24,20047
2021-07-25,18153
2021-07-26,16675
2021-07-27,16465
2021-07-28,17752
2021-07-29,19837
2021-07-30,17030
2021-07-31,20994
2021-08-01,20796
2021-08-02,20609
2021-08-03,20421
2021-08-04,20401
2021-08-05,20575
2021-08-06,17936
2021-08-07,21394
2021-08-08,20446
2021-08-09,20016
2021-08-10,20016
2021-08-11,21156
2021-08-12,21446
2021-08-13,19256
2021-08-14,23809
2021-08-15,21538
2021-08-16,21750
2021-08-17,20590
2021-08-19,18086
2021-08-20,18462
2021-08-21,23239
2021-08-22,22832
2021-08-23,22079
2021-08-24,21193
2021-08-25,20877
2021-08-26,22072
2021-08-28,24057
2021-08-29,23313
2021-08-30,22849
2021-08-31,20638
2021-09-01,21463
2021-09-02,23832
2021-09-03,19843
2021-09-04,24568
2021-09-05,23081
2021-09-06,22896
2021-09-07,21362
2021-09-08,22949
2021-09-09,22974
2021-09-10,20505
2021-09-11,27323
2021-09-12,26875
2021-09-13,25295
2021-09-14,24004
2021-09-15,23661
2021-09-16,25821
2021-09-17,22766
2021-09-18,29621
2021-09-19,30811
2021-09-20,31558
2021-09-21,28849
2021-09-22,28880
2021-09-23,29530
2021-09-24,26249
2021-09-25,29712
2021-09-26,29821
2021-09-27,29485
2021-09-28,27167
2021-09-29,27021
2021-09-30,28422
2021-10-01,25052
2021-10-02,32050
2021-10-03,29524
2021-10-04,28601
2021-10-05,20475
2021-10-06,21784
2021-10-07,13303
2021-10-08,21972
2021-10-09,25377
2021-10-10,27056
2021-10-11,20850
2021-10-12,27176
2021-10-13,26810
2021-10-14,28163
2021-10-15,30442
2021-10-16,25124
2021-10-17,28231
2021-10-18,28513
2021-10-19,27482
2021-10-20,27878
2021-10-21,27473
2021-10-22,28154
2021-10-23,28278
2021-10-24,28278
2021-10-25,27544
2021-10-26,27006
2021-10-27,27716
2021-10-28,27216
2021-10-29,23142
2021-10-30,27907
2021-10-31,28311
2021-11-01,35747
2021-11-02,32365
2021-11-03,30379
2021-11-04,25924
2021-11-05,29586
2021-11-06,35290
2021-11-07,34824
2021-11-08,34695
2021-11-09,32816
2021-11-10,33310
2021-11-11,33519
2021-11-12,28851
2021-11-13,29449
2021-11-14,28373
2021-11-15,28651
2021-11-16,29180
2021-11-17,31995
2021-11-19,7053
2021-11-20,13099
2021-11-21,17223
2021-11-22,17531
2021-11-23,18941
2021-11-24,22778
2021-11-25,24379
2021-11-26,21515
2021-11-27,25212
2021-11-28,24608
2021-11-29,24449
2021-11-30,23274
2021-12-01,26664
2021-12-02,26514
2021-12-04,27291
2021-12-05,28476
2021-12-06,29367
2021-12-07,28343
2021-12-08,28520
2021-12-09,30668
2021-12-10,28858
2021-12-11,34040
2021-12-12,33802
2021-12-13,33775
2021-12-14,32173
2021-12-15,33898
2021-12-16,33776
2021-12-17,30055
2021-12-18,36315
2021-12-19,35440
2021-12-20,39267
2021-12-21,33380
2021-12-22,33489
2021-12-23,34035
2021-12-24,31815
2021-12-25,38160
2021-12-26,36126
2021-12-27,37627
2021-12-28,33039
2021-12-29,33065
2021-12-30,31967
2021-12-31,21263
2022-01-01,36560
2022-01-02,38894
2022-01-03,31776
2022-01-04,31523
2022-01-05,32044
2022-01-06,32613
2022-01-07,29652
2022-01-08,33619
2022-01-09,32235
2022-01-10,32242
2022-01-11,23744
2022-01-12,25524
2022-01-13,46118
2022-01-14,37304
2022-01-15,34375
2022-01-16,35642
2022-01-17,35333
2022-01-18,33971
2022-01-19,34187
2022-01-20,36092
2022-01-21,39440
2022-01-22,45481
2022-01-23,27895
2022-01-24,27223
2022-01-25,28745
2022-01-26,27446
2022-01-27,27536
2022-01-28,24888
2022-01-29,28234
2022-01-30,27896
2022-01-31,26401
2022-02-01,29496
2022-02-02,29026
2022-02-03,31167
2022-02-04,28410
2022-02-05,34632
2022-02-06,33737
2022-02-07,35516
2022-02-08,30172
2022-02-09,32092
2022-02-10,32894
2022-02-11,32894
2022-02-12,36333
2022-02-13,34562
2022-02-14,33356
2022-02-15,31794
2022-02-16,39691
2022-02-17,39335
2022-02-18,35584
2022-02-19,41463
2022-02-20,41390
2022-02-21,39619
2022-02-22,38000
2022-02-23,37216
2022-02-24,53740
2022-02-25,56559
2022-02-26,65704
2022-02-27,68095
2022-02-28,55532
2022-03-01,53163
2022-03-02,46172
2022-03-03,50511
2022-03-04,56686
2022-03-05,67750
2022-03-06,61052
2022-03-07,57904
2022-03-08,58561
2022-03-09,59086
2022-03-10,61620
2022-03-11,65192
2022-03-12,75775
2022-03-13,74167
2022-03-14,65155
2022-03-15,61982
2022-03-16,64368
2022-03-17,66577
2022-03-18,66763
2022-03-19,80429
2022-03-20,72265
2022-03-21,70408
2022-03-22,69711
2022-03-23,64986
2022-03-24,63042
2022-03-25,65418
2022-03-26,69897
2022-03-27,71167
2022-03-28,62956
2022-03-29,54396
2022-03-30,61224
2022-03-31,54273
2022-04-01,56958
2022-04-02,62925
2022-04-03,71034
2022-04-04,66112
2022-04-05,66381
2022-04-06,68009
2022-04-07,65840
2022-04-08,60790
2022-04-09,70727
2022-04-10,66593
2022-04-11,63223
2022-04-12,72567
2022-04-13,88748
2022-04-14,82722
2022-04-15,75110
2022-04-16,76746
2022-04-17,68299
2022-04-18,64157
2022-04-19,67858
2022-04-20,66745
2022-04-21,61278
2022-04-22,63084
2022-04-23,75438
2022-04-24,75438
2022-04-25,65763
2022-04-26,67681
2022-04-27,75078
2022-04-28,64380
2022-04-29,65725
2022-04-30,75010
2022-05-01,72904
2022-05-02,65756
2022-05-03,67577
2022-05-04,69603
2022-05-05,59528
2022-05-06,63265
2022-05-07,76324
2022-05-08,75876
2022-05-09,69154
2022-05-10,61090
2022-05-11,61863
2022-05-12,61087
2022-05-13,62001
2022-05-14,81107
2022-05-15,81720
2022-05-16,72567
2022-05-17,75400
2022-05-18,74389
2022-05-19,67625
2022-05-20,71119
2022-05-21,83739
2022-05-22,89665
2022-05-23,75324
2022-05-24,75759
2022-05-25,75759
2022-05-26,72758
2022-05-27,73358
2022-05-28,89318
2022-05-29,90885
2022-05-30,74823
2022-05-31,69848
2022-06-01,71914
2022-06-02,66001
2022-06-03,71196
2022-06-04,90165
2022-06-05,78188
2022-06-06,76921
2022-06-07,76425
2022-06-08,75345
2022-06-09,70019
2022-06-10,67949
2022-06-11,87698
2022-06-12,93400
2022-06-13,78602
2022-06-14,79103
2022-06-15,77326
2022-06-16,73371
2022-06-17,76407
2022-06-18,84982
2022-06-19,90471
2022-06-20,76597
2022-06-21,74906
2022-06-22,75472
2022-06-23,68873
2022-06-24,71589
2022-06-25,94411
2022-06-26,88613
2022-06-27,74288
2022-06-28,77154
2022-06-29,70134
2022-06-30,65898
2022-07-01,64628
2022-07-02,88026
2022-07-03,88682
2022-07-04,77907
2022-07-05,73439
2022-07-06,76418
2022-07-07,75407
2022-07-08,73016
2022-07-09,87478
2022-07-10,89013
2022-07-11,62141
2022-07-12,74212
2022-07-13,71289
2022-07-14,74304
2022-07-15,72195
2022-07-16,84885
2022-07-17,73387
2022-07-18,77273
2022-07-19,74503
2022-07-20,76821
2022-07-21,71437
2022-07-22,71395
2022-07-23,78479
2022-07-24,80815
2022-07-25,72873
2022-07-26,68982
2022-07-27,73375
2022-07-28,67364
2022-07-29,58747
2022-07-30,77541
2022-07-31,81287
2022-08-01,71450
2022-08-02,72067
2022-08-03,69628
